"POP"
"POP"
"CLASSIC"
"POP "
"POP "
"UNKNOWN"
"POP"
"POP"
"ROCK"
"POP"
"Metal"
"CLASSIC "
"POP"
"POP "
"POP"
"CLASSIC"
"CLASSIC"
"CLASSIC"
"CLASSIC"
"POP"
"CLASSIC"
"POP "
"CLASSIC"
"POP"
"POP "
"ROCK"
"POP"
"POP "
"POP"
"POP"
"POP "
"ROCK"
"ROCK "
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"POP"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"ROCK"
"CLASSIC"
"POP"
"POP"
"Metal"
"CLASSIC"
"Metal"
"POP "
"POP"
"POP"
"POP"
"UNKNOWN"
"POP "
"POP"
"POP  "
"POP"
